time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity
0.06,-0.0124295999793,0.00868811479236,10.0182602766,0.473600018074,0.921141286561,0.0,-0.694883715589,0.416813789565,0.386594524594,-10.8246240608,10.8259733959,0.0
0.12000000000000001,-0.068182369847,0.0278331361415,10.0476143756,5.45004531598,1.26158371424,0.0,-0.618623181155,0.0804045120138,0.560707561782,-19.2940411225,19.2883226858,0.0
0.18,-0.117037247336,0.021373716415,10.0599103875,2.33008579952,0.666081265185,0.0,-0.491237022863,0.0138922245757,-0.292799373782,-24.3806542901,24.3624648208,0.0
0.23999999999999996,-0.17866562485,0.0314625109241,10.0156364528,1.91891626026,3.29402560647,0.0,-1.53841574425,-0.0767733208591,-0.837287697615,-26.908503985,26.8863415704,0.0
0.3,-0.251808585569,-0.00643301776763,9.95489871327,0.503684077066,5.15900649026,0.0,-0.62847003133,-0.924569754751,-1.32152520827,-28.0448183334,28.0196517267,0.0
0.36000000000000004,-0.260270980628,-0.0600042210124,9.88370528964,5.13232565562,0.61057628258,0.0,0.0426843585256,-1.10979964857,-0.904841170878,-28.5183421031,28.5081224638,0.0
0.4200000000000001,-0.290008147455,-0.149548739279,9.81966405416,3.42322311347,2.33322692358,0.0,-1.16662349523,-1.5850327272,-1.29717340575,-28.7123719781,28.7117738037,0.0
0.48000000000000015,-0.379269116756,-0.247470789148,9.75703225119,1.69969914406,4.05929992907,0.0,-1.46468326571,-1.97464086756,-0.808161253394,-28.7928243017,28.7979350522,0.0
0.5400000000000001,-0.428894831834,-0.380263511011,9.69434819284,6.25465864269,5.78794209017,0.0,-0.165104165263,-2.17674950664,-1.17380528399,-28.8310739053,28.8247026666,0.0
0.6000000000000002,-0.431405832795,-0.523487401914,9.64102512788,4.52451670473,1.23446168238,0.0,-0.270668061521,-2.82454750847,-0.792553603346,-28.8438942625,28.8334557423,0.0
0.6600000000000003,-0.488108800015,-0.697237991115,9.58027788035,2.79379533311,2.96441243034,0.0,-1.53430436305,-2.80826510963,-0.981834498594,-28.8476683657,28.8310453208,0.0
0.7200000000000003,-0.574615336145,-0.887050309132,9.5346403911,1.06282531241,4.69417725583,0.0,-1.02183805749,-3.59064837716,-0.828358878498,-28.8524334692,28.8268183445,0.0
0.7800000000000004,-0.597277376679,-1.0995744814,9.47849495124,5.61490344508,0.140562209009,0.0,0.0792976697771,-3.52207455528,-0.749895874761,-28.8508281607,28.8251735402,0.0
0.8400000000000004,-0.610116900438,-1.33742087995,9.43762335938,3.88401280824,1.86996338566,0.0,-0.774118501569,-4.28685759832,-0.882437753049,-28.8444730431,28.820438323,0.0
0.9000000000000005,-0.689604930717,-1.58928091814,9.38791714882,2.15348687871,3.59921150653,0.0,-1.60436182718,-4.30106213101,-0.549607167814,-28.8387552976,28.8213451762,0.0
0.9600000000000005,-0.757528228959,-1.87219378012,9.34949976938,0.423111043815,5.32853654601,0.0,-0.480695319335,-4.87575378797,-0.879765917268,-28.8409024529,28.8231750026,0.0
1.0200000000000005,-0.762276409139,-2.16490254815,9.30881275106,4.97587681528,0.774658543563,0.0,-0.0026222118636,-5.16604685426,-0.418836607823,-28.8394697745,28.8196002575,0.0
1.0800000000000005,-0.798057187838,-2.49261142691,9.27078178339,3.24534287125,2.50398742149,0.0,-1.2682308441,-5.46326402745,-0.817352252107,-28.8467995462,28.8257192293,0.0
1.1400000000000006,-0.887035948422,-2.82756344508,9.23863809465,1.51450842205,4.23345224794,0.0,-1.34525463887,-5.97392453836,-0.374197795717,-28.8479162129,28.822359178,0.0
1.2000000000000006,-0.927677698998,-3.19414869903,9.20198372859,6.06683001337,5.96278711121,0.0,-0.0503834862649,-6.0435829799,-0.647859192371,-28.8474469766,28.8220788289,0.0
1.2600000000000007,-0.930176957618,-3.57550267405,9.17782917424,4.33616489825,1.40905115137,0.0,-0.370807357221,-6.79316303121,-0.41536048865,-28.8402304431,28.8271058436,0.0
1.3200000000000007,-0.992382029092,-3.98164789629,9.14289070256,2.60590490108,3.13869263235,0.0,-1.5587957889,-6.68355018041,-0.462052950191,-28.8340749675,28.8277358794,0.0
1.3800000000000008,-1.07353617415,-4.40631409043,9.12355644085,0.876014827429,4.86853410765,0.0,-0.845452077131,-7.43547906406,-0.47569560774,-28.8278964476,28.8347872043,0.0
1.4400000000000008,-1.08847757719,-4.84849586757,9.09450558555,5.42938919412,0.315610351068,0.0,0.113592758731,-7.44671963474,-0.239337783262,-28.8338997649,28.841724313,0.0
1.5000000000000009,-1.1048986011,-5.32068698549,9.0774492414,3.69930615788,2.04623196187,0.0,-0.888536888179,-8.0815910291,-0.524996457382,-28.835983658,28.8464985014,0.0
1.560000000000001,-1.18651345704,-5.80050572944,9.05429678024,1.96894971139,3.777009385,0.0,-1.52771109512,-8.169458176,-0.103327922014,-28.8448175874,28.845974159,0.0
1.620000000000001,-1.24529911781,-6.31067727312,9.03790596653,0.238403855122,5.50774483792,0.0,-0.310689906762,-8.5621086459,-0.477195084857,-28.8390710837,28.8450053114,0.0
1.680000000000001,-1.24591348506,-6.83070559535,9.02424082982,4.79143678994,0.955139122755,0.0,-0.046949355067,-9.03158514931,-0.0451131065588,-28.8314699349,28.8397518437,0.0
1.740000000000001,-1.28692892135,-7.3829694967,9.00690498495,3.06175047046,2.68557169456,0.0,-1.33450837641,-9.11568930974,-0.40439720674,-28.8234938008,28.8417089228,0.0
